GEOIDFQ,GEOTYPE,GEONAME,YEAR,RACE,PROPORTION
0500000US39045,County,Fairfield County,2017,Black or African American,0.0783619229824584
0500000US39045,County,Fairfield County,2018,Black or African American,0.08036549576450384
0500000US39045,County,Fairfield County,2019,Black or African American,0.08469718394703969
0500000US39045,County,Fairfield County,2020,Black or African American,0.0903680196678541
0500000US39045,County,Fairfield County,2021,Black or African American,0.09484582126308085
0500000US39045,County,Fairfield County,2022,Black or African American,0.09993495176612091
0500000US39045,County,Fairfield County,2023,Black or African American,0.10521891630382196
0500000US39047,County,Fayette County,2010,Black or African American,0.019885580369451338
0500000US39047,County,Fayette County,2011,Black or African American,0.019847592656737096
0500000US39047,County,Fayette County,2012,Black or African American,0.019847062912756345
0500000US39047,County,Fayette County,2013,Black or African American,0.020599512025095853
0500000US39047,County,Fayette County,2014,Black or African American,0.020487226022616222
0500000US39047,County,Fayette County,2015,Black or African American,0.02030261732536604
0500000US39047,County,Fayette County,2016,Black or African American,0.020700470465237847
0500000US39047,County,Fayette County,2017,Black or African American,0.021172695245735812
0500000US39047,County,Fayette County,2018,Black or African American,0.021038652407912212
0500000US39047,County,Fayette County,2019,Black or African American,0.021062978305132346
0500000US39047,County,Fayette County,2020,Black or African American,0.023019844693701465
0500000US39047,County,Fayette County,2021,Black or African American,0.023501762632197415
0500000US39047,County,Fayette County,2022,Black or African American,0.022995283018867923
0500000US39047,County,Fayette County,2023,Black or African American,0.023423673526043656
0500000US39049,County,Franklin County,2010,Black or African American,0.2114253081327848
0500000US39049,County,Franklin County,2011,Black or African American,0.21321227486775107
0500000US39049,County,Franklin County,2012,Black or African American,0.2150990154737475
0500000US39049,County,Franklin County,2013,Black or African American,0.2170817250198083
0500000US39049,County,Franklin County,2014,Black or African American,0.2196345048831168
0500000US39049,County,Franklin County,2015,Black or African American,0.22226806615199568
0500000US39049,County,Franklin County,2016,Black or African American,0.22473674965417514
0500000US39049,County,Franklin County,2017,Black or African American,0.2271628403531697
0500000US39049,County,Franklin County,2018,Black or African American,0.23042429346193907
0500000US39049,County,Franklin County,2019,Black or African American,0.232658409452473
0500000US39049,County,Franklin County,2020,Black or African American,0.2329035419471309
0500000US39049,County,Franklin County,2021,Black or African American,0.23702960346029062
0500000US39049,County,Franklin County,2022,Black or African American,0.24058241849696987
0500000US39049,County,Franklin County,2023,Black or African American,0.24410680337208715
0500000US39073,County,Hocking County,2010,Black or African American,0.007868941423871383
0500000US39073,County,Hocking County,2011,Black or African American,0.007940008822232024
0500000US39073,County,Hocking County,2012,Black or African American,0.008256567724326168
0500000US39073,County,Hocking County,2013,Black or African American,0.005652477320307048
0500000US39073,County,Hocking County,2014,Black or African American,0.005878465337924798
0500000US39073,County,Hocking County,2015,Black or African American,0.0060346642340888355
0500000US39073,County,Hocking County,2016,Black or African American,0.006266943632714854
0500000US39073,County,Hocking County,2017,Black or African American,0.006188466947960619
0500000US39073,County,Hocking County,2018,Black or African American,0.0063485345466088245
0500000US39073,County,Hocking County,2019,Black or African American,0.006621813031161473
0500000US39073,County,Hocking County,2020,Black or African American,0.00666904422253923
0500000US39073,County,Hocking County,2021,Black or African American,0.007401871819508203
0500000US39073,County,Hocking County,2022,Black or African American,0.007441225106046445
0500000US39073,County,Hocking County,2023,Black or African American,0.007734204793028322
0500000US39083,County,Knox County,2010,Black or African American,0.008054086794244275
0500000US39083,County,Knox County,2011,Black or African American,0.008451623429596999
0500000US39083,County,Knox County,2012,Black or African American,0.00829206495450881
0500000US39083,County,Knox County,2013,Black or African American,0.008442561019677408
0500000US39083,County,Knox County,2014,Black or African American,0.008634390104038667
0500000US39083,County,Knox County,2015,Black or African American,0.00886231468588746
0500000US39083,County,Knox County,2016,Black or African American,0.009253031023903664
0500000US39083,County,Knox County,2017,Black or African American,0.009047192110196431
0500000US39083,County,Knox County,2018,Black or African American,0.009431372232360588
0500000US39083,County,Knox County,2019,Black or African American,0.009672391908610356
0500000US39083,County,Knox County,2020,Black or African American,0.009410378485104214
0500000US39083,County,Knox County,2021,Black or African American,0.009177685752202484
0500000US39083,County,Knox County,2022,Black or African American,0.00969998101145642
0500000US39083,County,Knox County,2023,Black or African American,0.010138976626658244
0500000US39089,County,Licking County,2010,Black or African American,0.03436197330934173
0500000US39089,County,Licking County,2011,Black or African American,0.034923293160680643
0500000US39089,County,Licking County,2012,Black or African American,0.03559497959865423
0500000US39089,County,Licking County,2013,Black or African American,0.0359456957729096
0500000US39089,County,Licking County,2014,Black or African American,0.03619340908286432
0500000US39089,County,Licking County,2015,Black or African American,0.036796879118561866
0500000US39089,County,Licking County,2016,Black or African American,0.03774845207532265
0500000US39089,County,Licking County,2017,Black or African American,0.03902410955751194
0500000US39089,County,Licking County,2018,Black or African American,0.03946739773399463
0500000US39089,County,Licking County,2019,Black or African American,0.04103310869540677
0500000US39089,County,Licking County,2020,Black or African American,0.04187734920350814
0500000US39089,County,Licking County,2021,Black or African American,0.04320607040289744
0500000US39089,County,Licking County,2022,Black or African American,0.0446345556075152
0500000US39089,County,Licking County,2023,Black or African American,0.04668096789864684
0500000US39091,County,Logan County,2010,Black or African American,0.01611175480401373
0500000US39091,County,Logan County,2011,Black or African American,0.015473972602739725
0500000US39091,County,Logan County,2012,Black or African American,0.01614110807716022
0500000US39091,County,Logan County,2013,Black or African American,0.017114914425427872
0500000US39091,County,Logan County,2014,Black or African American,0.017437385931349914
0500000US39091,County,Logan County,2015,Black or African American,0.017346149596729643
0500000US39091,County,Logan County,2016,Black or African American,0.017321962565068114
0500000US39091,County,Logan County,2017,Black or African American,0.017780923104142247
0500000US39091,County,Logan County,2018,Black or African American,0.017619394581704976
0500000US39091,County,Logan County,2019,Black or African American,0.01754616835548537
0500000US39091,County,Logan County,2020,Black or African American,0.01806314511232544
0500000US39091,County,Logan County,2021,Black or African American,0.018761644785302657
0500000US39091,County,Logan County,2022,Black or African American,0.019082975120489773
0500000US39091,County,Logan County,2023,Black or African American,0.019454154634474672
0500000US39097,County,Madison County,2010,Black or African American,0.06522539945664686
0500000US39097,County,Madison County,2011,Black or African American,0.06333487940630798
0500000US39097,County,Madison County,2012,Black or African American,0.06363382640245605
0500000US39097,County,Madison County,2013,Black or African American,0.0623165291357511
0500000US39097,County,Madison County,2014,Black or African American,0.06465399654451214
0500000US39097,County,Madison County,2015,Black or African American,0.06525629119572357
0500000US39097,County,Madison County,2016,Black or African American,0.059976958525345625
0500000US39097,County,Madison County,2017,Black or African American,0.0642511967692901
0500000US39097,County,Madison County,2018,Black or African American,0.06221701619624716
0500000US39097,County,Madison County,2019,Black or African American,0.06299651878960992
0500000US39097,County,Madison County,2020,Black or African American,0.06485894775251431
0500000US39097,County,Madison County,2021,Black or African American,0.06813270910236788
0500000US39097,County,Madison County,2022,Black or African American,0.05949840526835089
0500000US39097,County,Madison County,2023,Black or African American,0.0633603874265728
0500000US39101,County,Marion County,2010,Black or African American,0.056771844294978856
0500000US39101,County,Marion County,2011,Black or African American,0.058756417569880204
0500000US39101,County,Marion County,2012,Black or African American,0.060511907814361776
0500000US39101,County,Marion County,2013,Black or African American,0.0607158009576338
0500000US39101,County,Marion County,2014,Black or African American,0.06195496946309745
0500000US39101,County,Marion County,2015,Black or African American,0.06277684435619367
0500000US39101,County,Marion County,2016,Black or African American,0.06420182953833936
0500000US39101,County,Marion County,2017,Black or African American,0.06368927863867431
0500000US39101,County,Marion County,2018,Black or African American,0.06329288050622077
0500000US39101,County,Marion County,2019,Black or African American,0.06300628679465699
0500000US39101,County,Marion County,2020,Black or African American,0.06384963601884137
0500000US39101,County,Marion County,2021,Black or African American,0.06571734803246057
0500000US39101,County,Marion County,2022,Black or African American,0.06314909687504837
0500000US39101,County,Marion County,2023,Black or African American,0.0650414025998057
0500000US39117,County,Morrow County,2010,Black or African American,0.0035929864903707963
0500000US39117,County,Morrow County,2011,Black or African American,0.004308735242581794
0500000US39117,County,Morrow County,2012,Black or African American,0.004649961250322914
0500000US39117,County,Morrow County,2013,Black or African American,0.005050070299274052
0500000US39117,County,Morrow County,2014,Black or African American,0.005237400188889843
0500000US39117,County,Morrow County,2015,Black or African American,0.005836241917949305
0500000US39117,County,Morrow County,2016,Black or African American,0.005497022446174988
0500000US39117,County,Morrow County,2017,Black or African American,0.006298671552908841
0500000US39117,County,Morrow County,2018,Black or African American,0.006461161870605983
0500000US39117,County,Morrow County,2019,Black or African American,0.006875672004979911
0500000US39117,County,Morrow County,2020,Black or African American,0.00740423098913665
0500000US39117,County,Morrow County,2021,Black or African American,0.007555744922596222
